,Date,Year,Country,Sex,Injury,Fatal,ACTIVITY,AGE
319,02-Jan-2016,2016,AUSTRALIA,M,Lacerations to arms & leg,N,spearfishing,31
320,26-Dec-2015,2015,SOUTH AFRICA,M,"No injury, kayak damaged",N,fishing,0
321,25-Dec-2015,2015,SPAIN,F,Lacerations to left forearm,N,swimming,38
322,22-Dec-2015,2015,USA,M,"No injury, shark bit board",N,boarding,71
323,21-Dec-2015,2015,AUSTRALIA,M,"No injury, shark leapt on surfboard",N,surfing,43
324,21-Dec-2015,2015,BRAZIL,M,Right hand & part of forearm removed,N,diving,32
325,19-Dec-2015,2015,ARUBA,M,FATAL,Y,0,58
326,13-Dec-2015,2015,AUSTRALIA,0,"No injury, shark rammed boat & bit motor",N,fishing,0
327,11-Dec-2015,2015,BAHAMAS,M,"Bitten on thigh, abdomen & hand",N,fishing,26
328,08-Dec-2015,2015,SOUTH AFRICA,F,Lacerations to both hands and forearms,N,swimming,22
329,20-Nov-2015,2015,ECUADOR,M,Lacerations to left calf,N,snorkeling,55
330,16-Nov-2015,2015,USA,M,Right heel injured,N,surfing,0
331,15-Nov-2015,2015,USA,F,Leg injured,N,swimming,0
332,15-Nov-2015,2015,USA,M,Lacerations to hand,N,surfing,28
333,10-Nov-2015,2015,AUSTRALIA,M,Injury to left thigh,N,surfing,20
334,07-Nov-2015,2015,USA,F,Lower left leg injured,0,surfing,0
335,03-Nov-2015,2015,USA,M,Laceration to right ankle,N,swimming,54
336,01-Nov-2015,2015,USA,F,Injury to right ankle/calf & hand,N,wading,28
337,01-Nov-2015,2015,MOZAMBIQUE,M,"Arms severely injured, surgically amputated",N,fishing,19
338,30-Oct-2015,2015,AUSTRALIA,M,Minor injury,N,spearfishing,50
339,28-Oct-2015,2015,USA,M,"Lacerations & puncture wounds to right thigh, calf & ankle",N,boarding,10
340,25-Oct-2015,2015,SOUTH AFRICA,M,"Lacerations to right calf, knee & hip",N,surfing,42
341,21-Oct-2015,2015,USA,M,Lacerations to left hand,N,surfing,21
342,19-Oct-2015,2015,USA,M,Left foot bitten,N,surfing,21
343,17-Oct-2015,2015,MOZAMBIQUE,F,FATAL,Y,fishing,35
344,17-Oct-2015,2015,USA,M,Left foot bitten by eel,0,surfing,32
345,17-Oct-2015,2015,USA,M,Severe injuries to lower legs. Foot later surgically amputated.,N,swimming,44
346,13-Oct-2015,2015,USA,M,"No injury, shark rammed kayak repeatedly",N,fishing,0
347,09-Oct-2015,2015,USA,F,Laceration to forearm,N,boarding,0
348,09-Oct-2015,2015,USA,M,"Left leg severed below the knee, defense injuries to left hand",N,surfing,25
349,08-Oct-2015,2015,MOZAMBIQUE,M,"Arm severely injured, surgically amputated",N,fishing,0
350,07-Oct-2015,2015,AUSTRALIA,M,Foot injured,N,surfing,18
351,05-Oct-2015,2015,USA,M,2 lacerations to ankle,N,boarding,22
352,05-Oct-2015,2015,USA,M,Foot & hands bitten,N,wading,13
353,04-Oct-2015,2015,USA,M,Severe lacerations to left hand,N,surfing,14
354,29-Sep-2015,2015,USA,M,"Laceration to heel, puncture wounds to dorsum of foot",N,surfing,22
355,26-Sep-2015,2015,AUSTRALIA,F,Laceration to leg,N,snorkeling,0
356,24-Sep-2015,2015,USA,M,"No injury, kayak damaged",N,fishing,0
357,20-Sep-2015,2015,USA,M,Minor injury to left ankle,N,surfing,14
358,20-Sep-2015,2015,USA,M,Severe laceration to left leg,N,spearfishing,27
359,20-Sep-2015,2015,USA,M,Significant injuries to leg,N,wading,12
360,20-Sep-2015,2015,USA,M,Injury to right hand / wrist,N,photographing,16
361,19-Sep-2015,2015,USA,M,No injury,N,fishing,0
362,18-Sep-2015,2015,USA,M,Lacerations to calf,N,swimming,0
363,17-Sep-2015,2015,USA,M,Injury to right foot,N,surfing,20
364,08-Sep-2015,2015,AUSTRALIA,M,Minor laceration to hand,N,surfing,42
365,06-Sep-2015,2015,USA,F,"No injury, shark struck board, tossing her into the sea",N,paddleboarding,50
366,05-Sep-2015,2015,USA,M,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,fishing,29
367,04-Sep-2015,2015,AUSTRALIA,M,Inuries to lower left leg & ankle,N,skiing,62
368,03-Sep-2015,2015,USA,M,Right foot bitten,N,0,0
369,01-Sep-2015,2015,THAILAND,F,Left foot & ankle bitten,N,wading,37
370,Sep-2015,2015,FIJI,M,Leg bitten,N,spearfishing,0
371,29-Aug-2015,2015,USA,F,"No injury, surfboard bitten",N,surfing,54
372,29-Aug-2015,2015,USA,M,"No injury, shark struk sufer's leg and his board",N,surfing,21
373,22-Aug-2015,2015,USA,M,Wound to right lower leg,0,0,0
374,22-Aug-2015,2015,AUSTRALIA,M,Severe laceration to left buttock & thigh,N,surfing,38
375,20-Aug-2015,2015,USA,M,"Injuries to left calf, arm and hand",N,surfing,15
376,19-Aug-2015,2015,USA,F,Lacerations to right leg,N,walking,10
377,18-Aug-2015,2015,USA,M,"No injury, kayak bitten",N,fishing,22
378,18-Aug-2015,2015,SPAIN,M,Minor injury when he attempted to touch a fish. ,0,swimming,10
379,10-Aug-2015,2015,USA,M,Right hand bitten  PROVOKED INCIDENT,N,spearfishing,57
380,31-Jul-2015,2015,AUSTRALIA,M,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,surfing,52
381,28-Jul-2015,2015,COSTA RICA,M,Minor inuries to toes,N,surfing,47
382,27-Jul-2015,2015,AUSTRALIA,M,Injury to hand,0,surfing,40
383,26-Jul-2015,2015,USA,M,Minor injury to sole of foot,N,surfing,25
384,26-Jul-2015,2015,USA,F,"2' cut to dorsum of foot, 2 puncture wounds to sole",0,floating,35
385,25-Jul-2015,2015,AUSTRALIA,M,FATAL,Y,diving,46
386,23-Jul-2015,2015,USA,M,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,fishing,31
387,23-Jul-2015,2015,AUSTRALIA,M,Left hand bitten,N,surfing,40
388,22-Jul-2015,2015,REUNION,M,Arm bitten,N,surfing,45
389,19-Jul-2015,2015,SOUTH AFRICA,M,No injury,N,surfing,34
390,10-Jul-2015,2015.00,USA,M,"No injury, shark bumped & damaged board",N,surfing,38
391,08-Jul-2015,2015.00,USA,M,Laceration to back,0,treading,39
392,06-Jul-2015,2015,FRENCH POLYNESIA,M,Parallel lacerations to torso inconsistent with shark bite,0,swimming,0
393,04-Jul-2015,2015,BAHAMAS,F,Lacerations to lower leg & ankle,N,spearfishing,23
394,04-Jul-2015,2015,USA,M,Lacerations to right hand & forearm,N,0,32
395,03-Jul-2015,2015,AUSTRALIA,M,"No injury, shark bit surfboard",N,surfing,52
396,02-Jul-2015,2015,AUSTRALIA,M,Significant injuries to lower legs,N,boarding,32
397,01-Jul-2015,2015,USA,M,"Injuries to torso, hip, lower leg & hands",N,swimming,68
398,30-Jun-2015,2015,AUSTRALIA,M,Hand bitten,N,surfing,0
399,30-Jun-2015,2015,USA,M,Shallow lacerations & puncture to lateral left leg,N,playing,12
400,27-Jun-2015,2015,USA,M,"Injuries to right calf, buttock and both hands",N,swimming,18
401,27-Jun-2015,2015,SOUTH AFRICA,M,"Right leg severed, multiple lacerations to left leg",N,boarding,19
402,26-Jun-2015,2015,USA,F,Minor lacerations to leg,0,swimming,0
403,26-Jun-2015,2015,SOUTH AFRICA,M,Multiple lacerations to torso & leg,N,surfing,23
404,26-Jun-2015,2015,USA,M,Puncture wounds to foot,N,standing,43
405,Reported 25-Jun-2015,2015,AUSTRALIA,M,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N,swimming,19
406,25-Jun-2015,2015,USA,M,Multiple lacerations to back,N,surfing,47
407,24-Jun-2015,2015,USA,M,Minor injury to foot,N,swimming,0
408,24-Jun-2015,2015,AUSTRALIA,F,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,surfing,37
409,23-Jun-2015,2015,USA,M,Minor injury to calf ,N,standing,0
410,19-Jun-2015,2015,PUERTO RICO,M,Injury to hand,N,spearfishing,36
411,17-Jun-2015,2015,USA,M,Minor injury to calf ,N,swimming,10
412,14-Jun-2015,2015,USA,M,Arm amputated below shoulder,N,wading,16
413,14-Jun-2015,2015,USA,F,Left arm amputated at elbow & severe injury to leg,N,wading,12
414,13-Jun-2015,2015,USA,F,Severe laceration to leg,N,0,0
415,11-Jun-2015,2015,USA,F,Minor lacerations to foot,N,boarding,13
416,07-Jun-2015,2015,USA,M,Lacerations to right calf,N,playing,11
417,05-Jun-2015,2015,USA,F,Puncture wound to finger,N,attempting,17
418,01-Jun-2015,2015,REUNION,M,Left forearm bitten,N,surfing,47
419,29-May-2015,2015,USA,F,Left foot bitten,N,standing,14
420,29-May-2015,2015,USA,F,Minor lacerations to dorsum of right foot,N,wading,19
421,25-May-2015,2015,FRENCH POLYNESIA,M,Lacerations to right forearm,N,spearfishing,19
422,24-May-2015,2015,USA,F,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,swimming,13
423,20-May2015,2015,USA,M,2 puncture wounds to  dorsum of left foot,N,surfing,18
424,15-May-2015,2015,USA,M,Laceration to foot ,N,0,30
425,09-May-2015,2015,NEW CALEDONIA,M,FATAL,Y,snorkeling,50
426,07-May-2015,2015,USA,M,"Lacerations to lower left leg, ankle & foot",N,swimming,0
427,03-May-2015,2015,AUSTRALIA,M,Injuries to left arm & right hand,N,surfing,0
428,02-May-2015,2015,SOUTH AFRICA,M,"Injuries to leg, left arm & both hands",N,diving,29
429,29-Apr-2015,2015,USA,F,FATAL,Y,snorkeling,65
430,26-Apr-2015,2015,USA,M,Lacerations to left calf,N,wading,63
431,25-Apr-2015,2015,AUSTRALIA,M,Leg severed at mid-thigh,N,surfing,26
432,24-Jun-2015,2015,AUSTRALIA,M,"No injury, knocked off ski",N,skiing,71
433,13-Apr-2015,2015,USA,M,Lacerations to shoulder and left bicep,N,photographing,48
434,12-Apr-2015,2015,REUNION,M,FATAL,Y,surfing,13
435,11-Apr-2015,2015,AUSTRALIA,M,Ankle injured,N,boarding,0
436,03-Apr-2015,2015,USA,M,Injuries to head & torso,N,spearfishing,70
437,29-Mar-2015,2015,ITALY,M,"FATAL, but shark involvement prior to death unconfirmed",0,diving,43
438,31-Mar-2015,2015,BRAZIL,M,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,0,surfing,23
439,26-Mar-2015,2015,SOUTH AFRICA,M,No injury but kayak bitten,N,fishing,36
440,21-Mar-2015,2015,EGYPT,M,FATAL,Y,swimming,52
441,18-Mar-2015,2015,USA,M,Lacerations to left forearm. Lacerations to left hand and thigh,N,standing,58
442,16-Mar-2015,2015,FRENCH POLYNESIA,M,Hand bitten,N,feeding,0
443,11-Mar-2015,2015,AUSTRALIA,M,Bruised in falling overboard as shark bumped boat,N,fishing,0
444,10-Mar-2015,2015,MEXICO,M,Right hand bitten by hooked shark PROVOKED INCIDENT,N,fishing,36
445,07-Mar-2015,2015,FRENCH POLYNESIA,M,Thigh bitten,N,sitting,18
446,15-Feb-2015,2015,ATLANTIC OCEAN,0,"No injury, shark bit rudder",N,rowing,0
447,14-Feb-2015,2015,REUNION,F,FATAL,Y,swimming,22
448,09-Feb-2015,2015,AUSTRALIA,M,FATAL,Y,surfing,41
449,08-Feb-2015,2015,AUSTRALIA,M,Laceration & puncture wounds to right flank & hip,N,surfing,35
450,05-Feb-2015,2015,AUSTRALIA,M,5 minor puncture wounds to lower left leg,N,bodysurfing,0
451,30-Jan-2015,2015,AUSTRALIA,M,"No injury, shark's teeth scratched hull",N,rowing,57
452,27-Jan-2015,2015,USA,M,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,fishing,20
453,24-Jan-2015,2015,AUSTRALIA,M,"No injury, surfboard dented",N,surfing,0
454,23-Jan-2015,2015,SOUTH AFRICA,M,Foot bitten,N,floating,24
455,19-Jan-2015,2015,USA,M,No injury but shark bit trolling motor & rammed boat,N,fishing,0
456,19-Jan-2015,2015,AUSTRALIA,F,Board snapped in two,0,surfing,0
457,17-Jan-2015,2015,AUSTRALIA,M,"Shark bumped boat, no injury to occupants",N,fishing,0
458,16-Jan-2015,2015,AUSTRALIA,M,Bitten on hand & wrist,N,filming,17
459,08-Jan-2015,2015,USA,M,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",0,swimming,38
460,06-Jan-2015,2015,BAHAMAS,F,Severe bite to right flank,N,snorkeling,34
461,03-Jan-2015,2015,SOUTH AFRICA,M,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,surfing,15
462,01-Jan-2015,2015,USA,M,Leg bitten,N,0,12
463,29-Dec-2014,2014,AUSTRALIA,0,Lacerations to both feet,N,surfing,0
464,29-Dec-2014,2014,AUSTRALIA,M,FATAL,Y,spearfishing,17
465,28-Dec-2014,2014,GREECE,0,"Of 9 bodies recovered, one was bitten by a shark",N,0,0
466,28-Dec-2014,2014,SOUTH AFRICA,0,Minor cuts on feet,0,swimming,0
467,28-Dec-2014,2014,USA,M,Injury to hip/leg,N,surfing,50
468,28-Dec-2014,2014,AUSTRALIA,M,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,fishing,40
469,Reported 23-Dec-2014,2014,JAPAN,M,"No injury, shark snagged its teeth in diver's suit",N,diving,0
470,15-Dec-2014,2014,AUSTRALIA,M,FATAL,Y,spearfishing,17
471,Reported 03-Dec-2014,2014,SPAIN,M,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N,fishing,0
472,29-Nov-2014,2014,AUSTRALIA,M,Minor injuries to right leg,N,surfing,13
473,20-Nov-2014,2014,MAURITIUS,M,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,fishing,39
474,19-Nov-2014,2014,AUSTRALIA,M,"Shark chasing fish bumped boat, no injury to occupants",N,fishing,0
475,Reported 17-Nov-2014,2014,USA,0,"Shark bumped boat, no injury to occupants",N,0,0
476,16-Nov-2014,2014,USA,M,Laceration to left hand,N,surfing,44
477,13-Nov-2014,2014,USA,M,Laceration to left upper leg,N,snorkeling,53
478,10-Nov-2014,2014,AUSTRALIA,M,Minor injury to lower leg and foot,N,surfing,0
479,08-Nov-2014,2014,USA,M,Minor injuries to hand & arm ,N,surfing,18
480,31-Oct-2014,2014,USA,F,Lacerations to fingers,N,surfing,34
481,29-Oct-2014,2014,AUSTRALIA,M,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,surfing,20
482,22-Oct-2014,2014,USA,F,"No injury, paddleboard bitten",N,paddleboarding,0
483,20-Oct-2014,2014,USA,M,"No injury, paddleboard bitten",N,paddleboarding,0
484,19-Oct-2014,2014,USA,F,"No injury to occupant, canoe bitten",N,canoeing,0
485,18-Oct-2014,2014,USA,M,"No injury, surfboard bitten",N,surfing,0
486,17-Oct-2014,2014,AUSTRALIA,F,"Lacerations to left calf & ankle, puncture wounds to left foot",N,surfing,13
487,14-Oct-2014,2014,USA,F,Lacerations to left foot,N,standing,0
488,12-Oct-2014,2014,USA,F,Laceration to right hand/wrist,N,surfing,0
489,11-Oct-2014,2014,AUSTRALIA,M,"Kayak deflated, no injury to occupants",N,kayaking,0
490,05-Oct-2014,2014,USA,M,Foot bitten,N,surfing,29
491,07-Oct-2014,2014,USA,F,Thigh bitten,N,fishing,40
492,05-Oct-2014,2014,USA,M,Foot bitten,N,surfing,15
493,03-Oct-2014,2014,USA,M,"No injury to occupant, shark/s holded  kayak",N,kayaking,0
494,03-Oct-2014,2014,USA,M,"No injury to occupant, shark/s holded  kayak",N,kayaking,0
495,02-Oct-2014,2014,USA,M,Lacerations to knee,N,surfing,28
496,02-Oct-2014,2014,AUSTRALIA,M,"Left arm & right hand severed, lacerations to both legs",N,surfing,23
497,21-Sep-2014,2014,USA,M,Minor injury to left foot,N,surfing,0
498,Reported 12-Sep-2014,2014,FRENCH POLYNESIA,F,Thumb & finger nipped,N,feeding,36
499,13-Sep-2014,2014,USA,M,"A hoax, no shark involvement",0,surfing,0
500,09-Sep-2014,2014,AUSTRALIA,M,FATAL,Y,swimming,50
501,06-Sep-2014,2014,USA,M,Leg bitten,N,fishing,43
502,03-Sep-2014,2014,USA,F,"No injury, shark bit kayak",N,kayaking,20
503,02-Sep-2014,2014,USA,M,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,fishing,52
504,Sep-2014,2014,SPAIN,M,Lacerations to right hand,N,playing,16
505,31-Aug-2014,2014,USA,F,Injury to left calf,N,surfing,13
506,29-Aug-2014,2014,USA,M,Lacerations to shin,N,surfing,17
507,29-Aug-2014,2014,USA,0,Shark involvement not confirmed,0,0,0
508,28-Aug-2014,2014,USA,M,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,fishing,33
509,27-Aug-2014,2014,SPAIN,F,Minor lacerations to posterior lower leg,N,swimming,30
510,27-Aug-2014,2014,USA,M,Laceration to left hand,N,surfing,29
511,27-Aug-2014,2014,USA,F,Heel bitten,N,standing,0
512,Reported 25-Aug-2014,2014,USA,M,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,fishing,0
513,24-Aug-2014,2014,USA,0,Laceration to left foot,N,boarding,0
514,16-Aug-2014,2014,AUSTRALIA,M,Lacerations to face and neck,N,spearfishing,31
515,12-Aug-2014,2014,USA,M,Puncture wounds and lacerations to left thigh and knee,N,standing,0
516,10-Aug-2014,2014,USA,M,Puncture wounds & lacerations to foot,N,0,26
517,09-Aug-2014,2014,BAHAMAS,M,Puncture wounds to right foot and ankle,N,spearfishing,0
518,09-Aug-2014,2014,USA,F,Puncture wounds to right foot & ankle,N,swimming,10
519,08-Aug-2014,2014,USA,M,Minor lacerations to left heel and big toe,N,swimming,0
520,06-Aug-2014,2014,USA,M,Lacerations to right leg & foot,N,boarding,10
521,05-Aug-2014,2014,USA,F,Lacerations to  foot,N,swimming,45
522,02-Aug-2014,2014,USA,M,Foot bitten,N,surfing,50
523,02-Aug-2014,2014,USA,M,Laceration to ankle,N,boarding,0
524,01-Aug-2014,2014,SOUTH AFRICA,M,Lower limbs & thigh bitten,N,surfing,20
525,Aug-2014,2014,0,M,Shark involvement prior to death not confirmed,0,0,0
526,27-Jul-2014,2014,USA,M,Left foot bitten,N,swimming,0
527,22-Jul-2014,2014,REUNION,M,Lacerations to right wrist & calf,N,surfing,51
528,21-Jul-2014,2014,USA,M,Lacerations to right knee,N,standing,0
529,20-Jul-2014,2014,SPAIN,0,Minor injury,N,wading,0
530,16-Jul-2014,2014,USA,M,Lacerations to left foot,N,swimming,61
531,14-Jul-2014,2014,USA,M,Puncture wounds to foot,N,swimming,39
532,13-Jul-2014,2014,BAHAMAS,M,"Missing after a dive, shark involvement considered probable, but not confirmed",0,diving,63
533,12-Jul-2014,2014,USA,M,Lacerations to hand and wrist,N,surfing,0
534,9-Jul-2014,2014,USA,M,Lacerations to foot,N,surfing,14
535,5-Jul-2014,2014,USA,M,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,swimming,0
536,5-Jul-2014,2014,USA,M,"No injury, surboard bitten",N,surfing,0
537,3-Jul-2014,2014,USA,M,Right hand bitten,N,surfing,19
538,Reported 27-Jun-2014,2014,ST. MARTIN,M,His boat was holed by a shark,N,rowing,48
539,25-Jun-2014,2014,BAHAMAS,M,No injury but shark took his pole spear,N,spearfishing,42
540,18-Jun-2014,2014,AUSTRALIA,M,"No injury, surfboard 'attacked'",N,surfing,0
541,18-Jun-2014,2014,AUSTRALIA,M,Lacerations to knee,N,boarding,15
542,Reported 17-Jun-2014,2014,AUSTRALIA,M,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,petting,0
543,09-Jun-2014,2014,BRAZIL,M,Severe injury to arm,N,fishing,43
544,09-Jun-2014,2014,USA,M,"Abrasion to right hand, lacerations to left forearm",N,standing,16
545,09-Jun-2014,2014,AUSTRALIA,M,Minor injury to torso,N,boarding,39
546,08-Jun-2014,2014,JAPAN,M,Left arm bitten,N,surfing,43
547,07-Jun-2014,2014,USA,F,Shallow lacerations & puncture wounds below shoulder,N,kneeling,14
548,01-Jun-2014,2014,USA,F,Laceration to right lower leg,N,swimming,22
549,01-Jun-2014,2014,AUSTRALIA,M,Lacerations & puncture wounds to ankle and foot,N,surfing,0
550,01-Jun-2014,2014,USA,F,Laceration to left hand,N,tagging,37
551,24-May-2014,2014,AUSTRALIA,F,Lacerations to legs,N,0,29
552,23-May-2014,2014,FRANCE,M,Lacerations to left thigh and hip,N,diving,0
553,22-May-2014,2014,AUSTRALIA,M,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,teasing,10
554,15-May-2014,2014,USA,F,Calf bitten,N,boarding,38
555,14-May-2014,2014,AUSTRALIA,M,"No injury, but surfboard severely damaged",N,surfing,35
556,13-May2014,2014,USA,F,Lacerations and puncture wounds to right foot,N,wading,44
557,11-May-2014,2014,USA,M,Puncture wounds to right thigh,N,surfing,12
558,Reported 10-May-2014,2014,USA,M,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",0,diving,0
559,06-May-2014,2014,USA,F,Lacerations to left foot,N,swimming,40
560,04-May-2014,2014,SOUTH AFRICA,0,4-inch laceration to arm,N,diving,0
561,01-May-2014,2014,USA,M,Laceration to right hand and cuts on fingertips,N,surfing,23
562,24-Apr-2014,2014,AUSTRALIA,M,Minor injury,N,spearfishing,0
563,22-Apr-2014,2014,USA,M,Laceration & puncture wounds to right foot,N,swimming,42
564,15-Apr-2014,2014,USA,M,Minor lacerations to left foot,N,wading,25
565,Reported 12-Apr-2014,2014,SOUTH AFRICA,0,"No injury to occupants, shark bit pontoon",N,watching,0
566,12-Apr-2014,2014,SOUTH AFRICA,M,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,fishing,0
567,04-Apr-2014,2014,USA,M,Minor puncture wounds to lower left leg,N,surfing,0
568,04-Apr-2014,2014,USA,M,Lacerations to foot,N,surfing,0
569,03-Apr-2014,2014,AUSTRALIA,F,FATAL,Y,swimming,63
570,29-Mar-2014,2014,AUSTRALIA,M,Shark bites may have been post mortem,0,diving,38
571,22-Mar-2014,2014,SOUTH AFRICA,M,FATAL,Y,swimming,66
572,22-Mar-2014,2014,USA,M,Lacerations to left forearm,N,surfing,0
573,21-Mar-2014,2014,USA,M,Lacerations to toes and heel of right foot,N,surfing,0
574,18-Mar-2014,2014,NEW CALEDONIA,M,Lacerations to calf,N,surfing,42
575,18-Mar-2014,2014,AUSTRALIA,M,Shark leapt onto surfboard; surfer uninjured ,N,surfing,42
576,18-Mar-2014,2014,AUSTRALIA,F,"Injuries to wrist/hand by a mackerel, not a shark",0,0,10
577,12-Mar-2014,2014,AUSTRALIA,M,Minor lacerations to foot,N,swimming,0
578,13-Mar-2014,2014,CAYMAN ISLANDS,M,"Caribbean reef shark buzzed him. No injury, no attack. ",0,diving,0
579,02-Mar-2014,2014,USA,M,Lacerations to toes,N,surfing,21
580,20-Feb-2014,2014,FRENCH POLYNESIA,M,Lacerations to lower leg,N,kitesurfing,21
581,Reported 17-Feb-2014,2014,PAPUA NEW GUINEA,M,"No injury to occupants, hull bitten",N,sailing,21
582,08-Feb-2014,2014,AUSTRALIA,M,FATAL,Y,spearfishing,28
583,07-Feb-2014,2014,TRINIDAD & TOBAGO,M,Possibly a PROVOKED INCIDENT,N,fishing,0
584,07-Feb-2014,2014,NEW ZEALAND,M,Lacerations to leg,N,surfing,28
